140466	904.5	564.5	1013.0
140467	904.5	564.5	1017.0
140468	904.8	566.3	1017.0
140469	905.1	566.3	1017.0
140470	905.0	564.4	1016.0
140471	905.0	564.4	1016.0
140472	904.5	563.4	1013.0
140473	904.2	563.3	1010.0
140474	904.2	563.6	1011.0
140475	907.1	563.8	1011.0
140476	907.1	564.0	1012.0
140477	907.1	564.1	1012.0
140478	907.1	564.2	1012.0
140479	906.4	564.3	1016.0
140480	905.7	565.6	1016.0
140481	905.7	565.6	1015.0
140482	905.7	565.6	1015.0
140483	904.2	565.5	1017.0
140484	904.2	566.7	1017.0
140485	904.5	566.7	1016.0
140486	905.3	568.0	1016.0
140487	904.8	568.0	1016.0
140488	904.8	567.2	1015.0
140489	905.4	566.3	1015.0
140490	905.4	565.7	1017.0
140491	905.7	565.1	1017.0
140492	905.9	565.0	1019.0
140493	905.9	564.9	1019.0
140494	905.4	565.2	1012.0
140495	905.4	565.2	1013.0
140496	905.2	565.2	1013.0
140497	905.0	565.2	1013.0
140498	905.0	566.1	1013.0
140499	904.2	566.0	1013.0
140500	904.2	566.0	1013.0
140501	905.9	565.7	1012.0
140502	905.9	565.2	1011.0
140503	905.9	565.2	1011.0
140504	906.9	565.2	1011.0
140505	906.9	565.2	1011.0
140506	906.7	565.1	1003.0
140507	906.7	565.1	1001.0
140508	906.7	565.1	1001.0
140509	906.3	564.4	1003.0
140510	905.9	564.4	1005.0
140511	905.8	566.6	1005.0
140512	905.7	567.5	1007.0
140513	904.7	567.4	1007.0
140514	904.7	562.9	1001.0
140515	905.2	563.4	1001.0
140516	905.2	563.9	1001.0
140517	905.2	563.9	1001.0
140518	905.7	563.9	1001.0
140519	905.7	563.7	1000.0
140520	906.4	563.7	1000.0
140521	906.4	563.2	1000.0
140522	904.8	563.3	1001.0
140523	905.3	563.5	1003.0
140524	905.3	564.8	1003.0
140525	904.1	564.8	999.0
140526	904.1	564.9	999.0
140527	904.6	564.9	998.0
140528	904.6	563.4	998.0
140529	904.8	563.4	999.0
140530	905.1	565.3	1000.0
140531	905.5	565.3	1000.0
140532	905.5	565.3	1000.0
140533	903.6	565.1	992.0
140534	903.6	565.0	992.0
140535	903.6	563.7	992.0
140536	903.7	563.7	991.0
140537	904.5	563.7	992.0
140538	904.5	563.7	992.0
140539	904.5	563.7	992.0
140540	903.5	563.7	991.0
140541	903.5	564.1	991.0
140542	904.7	564.8	992.0
140543	904.7	564.8	992.0
140544	904.6	565.3	992.0
140545	904.6	565.1	992.0
140546	904.6	565.0	992.0
140547	905.3	564.4	993.0
140548	905.3	564.4	993.0
140549	905.8	564.9	993.0
140550	906.2	564.9	993.0
140551	906.0	565.2	994.0
140552	905.9	565.2	994.0
140553	905.6	565.5	993.0
140554	905.9	565.5	993.0
140555	905.9	565.8	993.0
140556	904.8	565.8	992.0
140557	904.8	566.7	992.0
140558	904.2	566.7	994.0
140559	904.2	566.2	994.0
140560	904.5	565.7	985.0
140561	904.5	565.7	985.0
140562	904.0	565.7	990.0
140563	904.0	565.7	987.0
140564	904.6	565.6	988.0
140565	904.6	565.5	989.0
140566	904.6	563.9	989.0
140567	904.6	563.9	991.0
140568	904.2	563.9	991.0
140569	903.7	563.8	989.0
140570	903.7	565.4	987.0
140571	903.7	565.4	984.0
140572	903.9	566.1	984.0
140573	904.2	566.5	986.0
140574	904.2	566.5	986.0
140575	904.1	563.8	983.0
140576	903.4	563.3	983.0
140577	903.4	563.3	983.0
140578	905.1	563.4	983.0
140579	904.6	564.7	982.0
140580	904.7	564.7	981.0
140581	904.7	565.7	981.0
140582	904.5	565.7	983.0
140583	904.5	562.8	983.0
140584	904.4	562.8	982.0
140585	904.4	564.7	983.0
140586	903.5	564.7	983.0
140587	903.5	564.7	984.0
140588	905.5	564.0	984.0
140589	905.5	563.2	981.0
140590	903.2	563.2	977.0
140591	903.2	562.9	977.0
140592	903.0	562.9	976.0
140593	903.0	563.0	976.0
140594	905.6	563.3	975.0
140595	905.6	563.3	974.0
140596	904.5	563.0	974.0
140597	904.5	563.0	976.0
140598	904.5	562.4	979.0
140599	905.5	562.4	979.0
140600	905.5	562.4	978.0
140601	905.5	563.3	978.0
140602	905.5	563.3	978.0
140603	904.4	562.2	978.0
140604	903.7	562.2	977.0
140605	903.8	563.4	976.0
140606	903.8	564.9	976.0
140607	903.9	564.9	976.0
140608	904.0	564.9	978.0
140609	904.0	564.9	978.0
140610	904.0	563.4	969.0
140611	905.4	563.4	969.0
140612	905.4	564.7	971.0
140613	905.0	564.7	971.0
140614	905.1	564.7	970.0
140615	905.1	564.7	970.0
140616	905.1	564.6	971.0
140617	904.4	564.4	971.0
140618	904.5	564.1	972.0
140619	904.5	563.5	973.0
140620	903.4	563.0	973.0
140621	903.3	563.0	972.0
140622	903.1	562.9	970.0
140623	903.4	562.9	972.0
140624	903.6	562.3	973.0
140625	903.6	561.7	973.0
140626	902.5	561.7	970.0
140627	902.5	562.6	970.0
140628	902.0	562.7	970.0
140629	902.0	563.5	971.0
140630	903.4	563.5	973.0
140631	903.4	564.5	973.0
140632	903.4	564.5	973.0
140633	903.7	562.3	974.0
140634	903.7	562.3	974.0
140635	903.8	563.8	974.0
140636	904.1	563.8	973.0
140637	904.4	563.9	967.0
