1	1	0	220	2	3	2	7	800	0	0.250	0	500	600	1000	1800	1208	2457	-1	9397978	9398478	9398578	9398978	9399778	9400645	9400652
1	2	0	-220	2	7	2	7	800	0	0.250	0	500	600	1000	1800	1164	2950	-1	9401061	9401561	9401661	9402061	9402861	9404220	9404224
1	4	0	220	8	3	2	7	800	0	0.250	0	500	600	1000	1800	1199	2518	1	9406853	9407353	9407453	9407853	9408653	9409578	9409582
1	5	-156	156	8	4	2	7	800	0	0.250	0	500	600	1000	1800	1190	2897	-1	9409987	9410487	9410587	9410987	9411787	9413087	9413090
1	6	-156	156	1	4	2	7	800	0	0.250	0	500	600	1000	1800	1170	2627	1	9413537	9414037	9414137	9414537	9415337	9416371	9416374
1	7	156	-156	1	8	2	7	800	0	0.250	0	500	600	1000	1800	1172	2529	-1	9416771	9417271	9417371	9417771	9418571	9419504	9419508
1	8	156	156	3	2	2	7	800	0	-0.250	0	500	600	1000	1800	1193	2516	1	9419904	9420404	9420504	9420904	9421704	9422630	9422633
1	9	-220	0	6	5	2	7	800	0	-0.250	0	500	600	1000	1800	1175	2630	-1	9423038	9423538	9423638	9424038	9424838	9425880	9425882
1	11	156	-156	4	8	2	7	800	0	0.250	0	500	600	1000	1800	1247	3340	1	9428488	9428988	9429088	9429488	9430288	9432039	9432043
1	12	-220	0	3	5	2	7	800	0	-0.250	0	500	600	1000	1800	1214	2598	-1	9432447	9432947	9433047	9433447	9434247	9435256	9435260
1	13	156	-156	6	8	2	7	800	0	0.250	0	500	600	1000	1800	1177	3396	-1	9435681	9436181	9436281	9436681	9437481	9439281	9439285
1	14	156	-156	6	8	2	7	800	0	-0.250	0	500	600	1000	1800	1167	2508	1	9439681	9440181	9440281	9440681	9441481	9442398	9442400
1	15	0	-220	7	7	1	7	800	0	-0.250	0	500	600	1000	1800	1167	2264	1	9442798	9443298	9443398	9443798	9444598	9445273	9445278
1	16	-156	-156	1	6	2	7	800	0	0.250	0	500	600	1000	1800	1204	2548	1	9445681	9446181	9446281	9446681	9447481	9448440	9448444
1	17	-156	156	7	4	2	7	800	0	0.250	0	500	600	1000	1800	1190	2429	1	9448848	9449348	9449448	9449848	9450648	9451482	9451484
1	18	220	0	5	1	3	7	800	0	-0.250	0	500	600	1000	1800	1187	2284	-1	9451882	9452382	9452482	9452882	9453682	9454374	9454377
1	19	-156	156	6	4	3	7	800	0	-0.250	0	500	600	1000	1800	1186	2504	1	9454774	9455274	9455374	9455774	9456574	9457483	9457486
1	20	-156	-156	4	6	2	7	800	0	-0.250	0	500	600	1000	1800	1250	2392	-1	9457982	9458482	9458582	9458982	9459782	9460583	9460586
1	21	-220	0	5	5	1	7	800	0	-0.250	0	500	600	1000	1800	1178	2472	-1	9460982	9461482	9461582	9461982	9462782	9463658	9463660
1	22	0	220	2	3	2	7	800	0	0.250	0	500	600	1000	1800	1172	2733	-1	9464057	9464557	9464658	9465058	9465858	9467000	9467003
1	23	-156	156	7	4	2	7	800	0	-0.250	0	500	600	1000	1800	1209	2519	1	9467400	9467900	9468000	9468400	9469200	9470125	9470128
1	24	156	156	2	2	1	7	800	0	-0.250	0	500	600	1000	1800	1190	2554	1	9470708	9471208	9471308	9471708	9472508	9473467	9473470
1	25	0	-220	8	7	3	7	800	0	-0.250	0	500	600	1000	1800	1177	2580	1	9473858	9474359	9474458	9474858	9475659	9476650	9476652
1	26	220	0	6	1	2	7	800	0	-0.250	0	500	600	1000	1800	1172	2316	-1	9477067	9477567	9477667	9478067	9478867	9479592	9479597
2	1	156	-156	3	8	2	4	800	0	-0.250	0	500	600	1000	1800	1168	2779	-1	9484876	9485376	9485476	9485876	9486676	9487860	9487862
2	3	-156	-156	1	6	2	4	800	0	-0.250	0	500	600	1000	1800	1229	2890	1	9490501	9491001	9491101	9491501	9492301	9493602	9493605
2	4	-220	0	1	5	3	4	800	0	-0.250	0	500	600	1000	1800	1210	2838	-1	9494010	9494510	9494610	9495010	9495810	9497052	9497057
2	5	-156	-156	2	6	3	4	800	0	0.250	0	500	600	1000	1800	1242	2724	-1	9497460	9497960	9498060	9498460	9499260	9500394	9500397
2	6	156	156	4	2	3	4	800	0	-0.250	0	500	600	1000	1800	1171	2438	1	9500802	9501302	9501402	9501802	9502602	9503444	9503449
2	7	-156	156	6	4	3	4	800	0	0.250	0	500	600	1000	1800	1167	2572	-1	9503852	9504352	9504452	9504852	9505652	9506636	9506641
2	8	0	220	1	3	3	4	800	0	0.250	0	500	600	1000	1800	1171	2588	1	9507044	9507544	9507644	9508044	9508844	9509837	9509840
2	9	156	-156	7	8	2	4	800	0	-0.250	0	500	600	1000	1800	1178	2212	-1	9510244	9510744	9510845	9511245	9512045	9512662	9512667
2	10	0	220	7	3	3	4	800	0	-0.250	0	500	600	1000	1800	1175	2363	-1	9513070	9513570	9513670	9514070	9514870	9515637	9515641
2	11	-156	156	2	4	3	4	800	0	0.250	0	500	600	1000	1800	1180	2420	1	9516045	9516545	9516645	9517045	9517845	9518671	9518675
2	12	-220	0	4	5	2	4	800	0	0.250	0	500	600	1000	1800	1193	2443	1	9519078	9519578	9519679	9520078	9520879	9521729	9521734
2	13	-220	0	3	5	3	4	800	0	0.250	0	500	600	1000	1800	1216	2440	-1	9522137	9522637	9522737	9523137	9523937	9524788	9524793
2	14	0	-220	8	7	3	4	800	0	-0.250	0	500	600	1000	1800	1230	2670	1	9525196	9525696	9525796	9526196	9526996	9528071	9528074
2	15	-156	-156	3	6	3	4	800	0	0.250	0	500	600	1000	1800	1181	2330	-1	9528479	9528979	9529079	9529479	9530279	9531021	9531026
2	16	-156	156	6	4	2	4	800	0	-0.250	0	500	600	1000	1800	1174	2732	-1	9531429	9531930	9532029	9532430	9533230	9534372	9534377
2	17	156	156	1	2	3	4	800	0	0.250	0	500	600	1000	1800	1168	3494	1	9534780	9535280	9535380	9535780	9536580	9538480	9538485
2	18	-156	-156	5	6	2	4	800	0	-0.250	0	500	600	1000	1800	1192	2586	-1	9538888	9539388	9539489	9539888	9540688	9541680	9541683
2	19	-156	-156	2	6	2	4	800	0	-0.250	0	500	600	1000	1800	1190	3169	1	9542105	9542605	9542705	9543105	9543905	9545481	9545484
2	20	-156	156	4	4	1	4	800	0	-0.250	0	500	600	1000	1800	1154	2258	-1	9545880	9546380	9546481	9546881	9547681	9548348	9548351
2	21	-156	156	4	4	1	4	800	0	-0.250	0	500	600	1000	1800	1188	2303	-1	9548756	9549256	9549356	9549756	9550556	9551265	9551268
2	22	0	220	3	3	1	4	800	0	0.250	0	500	600	1000	1800	1201	2489	1	9551690	9552189	9552289	9552689	9553489	9554390	9554393
2	23	0	220	1	3	2	4	800	0	-0.250	0	500	600	1000	1800	1180	3821	1	9554798	9555298	9555398	9555798	9556598	9558824	9558827
2	24	-220	0	2	5	2	4	800	0	-0.250	0	500	600	1000	1800	1236	2420	-1	9559415	9559915	9560015	9560415	9561215	9562040	9562043
